ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
1,980.4 ,1018.5 ,982.2 ,2010-01-01 09:16 ,978.5 ,2010-01-01 14:23 ,18.4 ,21.4 ,2010-01-01 12:50 ,15.6 ,2010-01-01 02:04 ,14.8 ,79 ,74 ,2010-01-01 20:29 ,5.4 ,40 ,18.3 ,60 ,2010-01-01 00:02 ,3.5 ,2.3 ,1.5 ,2010-01-01 01:43 ,2.5 ,2010-01-01 01:04 ,1.3 ,12.1 ,5.69 ,11.7 ,1.7 ,5 ,2010-01-01 13:00 ,9.8 
2,977.9 ,1015.5 ,979.9 ,2010-01-02 00:01 ,975.9 ,2010-01-02 15:17 ,20.9 ,23.4 ,2010-01-02 12:31 ,19.4 ,2010-01-02 02:40 ,17.4 ,80 ,74 ,2010-01-02 00:11 ,4.5 ,180 ,9.6 ,170 ,2010-01-02 11:45 ,5.5 ,3.9 ,2.5 ,2010-01-02 19:50 ,3.5 ,2010-01-02 19:05 ,1.8 ,16.7 ,7.50 ,9.2 ,-1.4 ,5 ,2010-01-02 13:00 ,7.7 
3,977.7 ,1015.7 ,979.5 ,2010-01-03 10:02 ,975.3 ,2010-01-03 01:55 ,18.1 ,20.3 ,2010-01-03 01:46 ,16.7 ,2010-01-03 09:22 ,15.7 ,87 ,70 ,2010-01-03 23:00 ,7.5 ,30 ,23.4 ,30 ,2010-01-03 04:38 ,9.5 ,8.7 ,1.0 ,2010-01-03 03:36 ,3.5 ,2010-01-03 03:25 ,1.5 ,13.9 ,4.27 ,8.8 ,-1.6 ,2 ,2010-01-03 13:00 ,9.3 
4,977.6 ,1015.4 ,979.2 ,2010-01-04 09:13 ,976.1 ,2010-01-04 14:03 ,19.7 ,22.3 ,2010-01-04 10:47 ,18.1 ,2010-01-04 03:25 ,14.5 ,72 ,63 ,2010-01-04 13:07 ,5.0 ,80 ,10.4 ,70 ,2010-01-04 00:20 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,5.9 ,54.7 ,11.75 ,13.3 ,3.2 ,5 ,2010-01-04 13:00 ,2.7 
5,978.4 ,1016.3 ,980.4 ,2010-01-05 10:03 ,976.2 ,2010-01-05 14:10 ,18.9 ,21.9 ,2010-01-05 10:07 ,17.2 ,2010-01-05 13:03 ,15.9 ,83 ,69 ,2010-01-05 09:29 ,7.7 ,30 ,27.3 ,30 ,2010-01-05 14:10 ,4.0 ,1.8 ,1.0 ,2010-01-05 11:18 ,2.5 ,2010-01-05 11:18 ,0.5 ,4.6 ,4.20 ,11.7 ,-1.3 ,2 ,2010-01-05 11:00 ,9.2 
6,978.9 ,1017.0 ,980.7 ,2010-01-06 22:00 ,977.2 ,2010-01-06 13:51 ,18.5 ,20.7 ,2010-01-06 10:52 ,17.2 ,2010-01-06 21:19 ,17.0 ,91 ,85 ,2010-01-06 20:03 ,11.3 ,40 ,27.7 ,50 ,2010-01-06 16:51 ,1.0 ,1.6 ,0.5 ,2010-01-06 04:29 ,1.0 ,2010-01-06 04:16 ,0.6 ,5.6 ,5.56 ,10.2 ,-2.2 ,3 ,2010-01-06 12:00 ,8.8 
7,981.0 ,1019.2 ,983.0 ,2010-01-07 09:49 ,979.3 ,2010-01-07 15:12 ,17.4 ,18.3 ,2010-01-07 08:02 ,16.3 ,2010-01-07 06:25 ,16.7 ,96 ,89 ,2010-01-07 00:54 ,6.7 ,30 ,27.4 ,60 ,2010-01-07 08:33 ,17.5 ,6.4 ,4.5 ,2010-01-07 21:23 ,6.5 ,2010-01-07 21:20 ,0.0 ,0.0 ,3.99 ,10.0 ,-0.8 ,3 ,2010-01-07 13:00 ,9.5 
8,979.2 ,1017.3 ,980.8 ,2010-01-08 00:01 ,977.1 ,2010-01-08 14:48 ,17.5 ,18.2 ,2010-01-08 14:00 ,16.5 ,2010-01-08 22:59 ,16.7 ,95 ,88 ,2010-01-08 11:53 ,10.0 ,40 ,24.6 ,40 ,2010-01-08 11:25 ,4.0 ,2.4 ,1.0 ,2010-01-08 21:44 ,1.5 ,2010-01-08 21:20 ,0.0 ,0.0 ,1.18 ,10.0 ,-0.7 ,1 ,2010-01-08 14:00 ,9.2 
9,980.2 ,1018.2 ,981.8 ,2010-01-09 09:54 ,978.6 ,2010-01-09 14:19 ,19.1 ,21.3 ,2010-01-09 13:51 ,16.7 ,2010-01-09 00:14 ,16.4 ,85 ,76 ,2010-01-09 16:08 ,6.8 ,70 ,18.6 ,30 ,2010-01-09 01:51 ,1.9 ,0.8 ,0.5 ,2010-01-09 03:25 ,0.5 ,2010-01-09 03:25 ,1.6 ,14.8 ,6.24 ,13.3 ,-3.5 ,3 ,2010-01-09 14:00 ,6.5 
10,979.0 ,1016.8 ,981.1 ,2010-01-10 00:04 ,977.1 ,2010-01-10 15:25 ,20.5 ,23.4 ,2010-01-10 13:03 ,19.2 ,2010-01-10 06:02 ,17.0 ,80 ,71 ,2010-01-10 06:39 ,6.2 ,30 ,17.0 ,50 ,2010-01-10 13:56 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.4 ,77.6 ,14.33 ,17.5 ,-3.9 ,6 ,2010-01-10 13:00 ,2.5 
11,977.5 ,1015.3 ,979.0 ,2010-01-11 08:58 ,975.5 ,2010-01-11 15:03 ,19.2 ,20.4 ,2010-01-11 12:09 ,18.2 ,2010-01-11 01:38 ,17.4 ,89 ,79 ,2010-01-11 15:05 ,7.1 ,30 ,19.1 ,50 ,2010-01-11 21:50 ,3.0 ,1.8 ,1.5 ,2010-01-11 01:45 ,3.0 ,2010-01-11 01:14 ,0.3 ,2.8 ,4.75 ,10.8 ,-2.5 ,2 ,2010-01-11 13:00 ,8.5 
12,979.5 ,1017.8 ,983.4 ,2010-01-12 23:40 ,976.1 ,2010-01-12 03:07 ,16.2 ,19.3 ,2010-01-12 00:28 ,14.6 ,2010-01-12 21:52 ,14.9 ,92 ,79 ,2010-01-12 23:41 ,11.9 ,40 ,26.9 ,50 ,2010-01-12 07:47 ,12.5 ,10.2 ,1.5 ,2010-01-12 11:48 ,2.9 ,2010-01-12 15:00 ,0.0 ,0.0 ,0.60 ,7.7 ,-3.2 ,1 ,2010-01-12 13:00 ,10.0 
13,986.3 ,1025.2 ,989.4 ,2010-01-13 21:53 ,982.7 ,2010-01-13 00:01 ,14.5 ,15.8 ,2010-01-13 10:13 ,12.5 ,2010-01-13 23:59 ,9.1 ,70 ,64 ,2010-01-13 11:52 ,7.0 ,10 ,26.4 ,40 ,2010-01-13 05:53 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,1.2 ,11.1 ,6.13 ,10.8 ,2.5 ,2 ,2010-01-13 13:00 ,8.8 
14,988.1 ,1027.0 ,990.7 ,2010-01-14 08:50 ,986.0 ,2010-01-14 14:40 ,14.4 ,16.5 ,2010-01-14 13:12 ,12.3 ,2010-01-14 00:04 ,8.2 ,66 ,53 ,2010-01-14 20:10 ,6.1 ,10 ,21.9 ,40 ,2010-01-14 03:25 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,1.2 ,11.0 ,6.59 ,12.5 ,3.2 ,5 ,2010-01-14 13:00 ,9.7 
15,987.1 ,1025.7 ,989.0 ,2010-01-15 09:37 ,985.5 ,2010-01-15 15:33 ,17.0 ,19.2 ,2010-01-15 11:02 ,14.7 ,2010-01-15 01:11 ,11.1 ,68 ,63 ,2010-01-15 04:50 ,5.6 ,20 ,18.8 ,40 ,2010-01-15 01:27 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,1.2 ,11.0 ,6.40 ,14.2 ,1.8 ,4 ,2010-01-15 12:00 ,7.5 
