日期,平均地溫100cm(℃),平均地溫10cm(℃),平均地溫20cm(℃),平均地溫50cm(℃),平均地溫5cm(℃),平均氣壓(hPa),平均氣溫(℃),平均相對溼度( %),平均露點溫度(℃),平均風向(°),平均風速(ms),日最低氣壓(hPa),日最高氣壓(hPa),最低氣壓時間,最低氣溫(℃),最低氣溫時間,最低相對溼度( %),最低相對溼度時間,最大六十分鐘降水量起始時間,最大十分鐘降水量起始時間,最大陣風風向(°),最大陣風風速(ms),最高氣壓時間,最高氣溫(℃),最高氣溫時間,累積日射量(MJm2),累積日照時數(hr),累積蒸發量(mm),累計雨量(mm)
2011-01-01,21.1,16.8,17.7,19.6,16.5,1018.8,11.6,56,2.6,360.0,2.7,1016.4,1020.7,2011-01-01 15:00:00,6.6,2011-01-01 07:00:00,38,2011-01-01 12:00:00,,,337.5,10.6,2011-01-01 23:00:00,18.8,2011-01-01 13:00:00,8.56,7.7,2.5,0.0
2011-01-02,20.8,16.9,17.6,19.3,16.7,1020.1,13.6,68,7.5,360.0,2.2,1018.1,1022.0,2011-01-02 16:00:00,8.1,2011-01-02 06:00:00,47,2011-01-02 13:00:00,,,360.0,9.4,2011-01-02 09:00:00,20.1,2011-01-02 14:00:00,8.44,7.2,2.3,0.0
2011-01-03,20.7,17.3,17.9,19.3,17.1,1019.4,13.7,80,10.1,360.0,2.8,1017.5,1021.3,2011-01-03 16:00:00,11.6,2011-01-03 02:00:00,71,2011-01-03 15:00:00,,,360.0,10.9,2011-01-03 10:00:00,16.5,2011-01-03 16:00:00,3.60,0.8,1.1,0.0
2011-01-04,20.6,17.4,17.9,19.2,17.3,1019.7,14.5,75,9.9,360.0,3.4,1017.7,1021.6,2011-01-04 15:00:00,12.0,2011-01-04 08:00:00,59,2011-01-04 14:00:00,,,337.5,9.4,2011-01-04 10:00:00,19.1,2011-01-04 14:00:00,7.33,6.2,2.2,0.0
2011-01-05,20.5,18.1,18.4,19.3,18.1,1018.3,16.9,82,13.5,360.0,2.8,1015.1,1020.6,2011-01-05 16:00:00,12.1,2011-01-05 07:00:00,55,2011-01-05 15:00:00,,,360.0,9.6,2011-01-05 10:00:00,23.3,2011-01-05 15:00:00,8.81,7.4,0.3,3.0
2011-01-06,20.6,18.3,18.8,19.6,18.2,1019.6,14.6,79,10.9,360.0,4.3,1018.3,1021.5,2011-01-06 02:00:00,11.3,2011-01-06 23:00:00,72,2011-01-06 23:59:59,,,360.0,13.9,2011-01-06 23:59:59,17.3,2011-01-06 11:00:00,5.22,1.9,1.9,0.0
2011-01-07,20.6,17.3,18.0,19.5,17.0,1021.1,13.4,70,8.0,360.0,3.9,1019.2,1022.9,2011-01-07 15:00:00,10.8,2011-01-07 04:00:00,58,2011-01-07 13:00:00,,,22.5,12.6,2011-01-07 09:00:00,18.0,2011-01-07 14:00:00,7.24,6.4,2.2,0.0
2011-01-08,20.5,17.8,18.2,19.3,17.8,1019.2,16.1,76,11.8,360.0,2.9,1017.1,1020.9,2011-01-08 15:00:00,12.6,2011-01-08 01:00:00,62,2011-01-08 13:00:00,,,337.5,9.6,2011-01-08 09:00:00,20.4,2011-01-08 14:00:00,7.17,5.7,2.2,0.0
2011-01-09,20.5,18.4,18.7,19.5,18.4,1018.0,16.2,76,11.8,360.0,3.9,1015.9,1019.4,2011-01-09 14:00:00,13.2,2011-01-09 21:00:00,62,2011-01-09 12:00:00,,,360.0,12.0,2011-01-09 09:00:00,20.8,2011-01-09 13:00:00,6.03,3.0,2.7,0.0
2011-01-10,20.5,17.8,18.4,19.6,17.6,1017.8,13.5,77,9.5,360.0,3.3,1016.0,1019.8,2011-01-10 15:00:00,12.1,2011-01-10 06:00:00,69,2011-01-10 11:00:00,,,360.0,10.4,2011-01-10 10:00:00,16.1,2011-01-10 12:00:00,4.10,0.4,1.6,0.0
