日期,平均氣溫(℃),平均相對溼度( %),平均風速(ms),最低氣壓時間,最低氣溫(℃),最低氣溫時間,最低相對溼度時間,最大六十分鐘降水量起始時間,最大十分鐘降水量起始時間,最高氣壓時間,最高氣溫(℃),最高氣溫時間,累積日照時數(hr),累計雨量(mm)
2012-01-01,,,,,,,,,,,,,,
2012-01-02,,,,,,,,,,,,,,
2012-01-03,,,,,,,,,,,,,,
2012-01-04,,,,,,,,,,,,,,
2012-01-05,,,,,,,,,,,,,,
2012-01-06,,,,,,,,,,,,,,
2012-01-07,,,,,,,,,,,,,,
2012-01-08,,,,,,,,,,,,,,
2012-01-09,,,,,,,,,,,,,,
2012-01-10,,,,,,,,,,,,,,
2012-01-11,,,,,,,,,,,,,,
2012-01-12,,,,,,,,,,,,,,
2012-01-13,,,,,,,,,,,,,,
2012-01-14,,,,,,,,,,,,,,
2012-01-15,,,,,,,,,,,,,,
2012-01-16,,,,,,,,,,,,,,
2012-01-17,,,,,,,,,,,,,,
2012-01-18,,,,,,,,,,,,,,
2012-01-19,,,,,,,,,,,,,,
2012-01-20,,,,,,,,,,,,,,
2012-01-21,,,,,,,,,,,,,,
2012-01-22,,,,,,,,,,,,,,
2012-01-23,,,,,,,,,,,,,,
2012-01-24,,,,,,,,,,,,,,
2012-01-25,,,,,,,,,,,,,,
2012-01-26,,,,,,,,,,,,,,
2012-01-27,,,,,,,,,,,,,,
2012-01-28,,,,,,,,,,,,,,
2012-01-29,,,,,,,,,,,,,,
2012-01-30,,,,,,,,,,,,,,
2012-01-31,,,,,,,,,,,,,,
2012-02-01,,,,,,,,,,,,,,
2012-02-02,,,,,,,,,,,,,,
2012-02-03,,,,,,,,,,,,,,
2012-02-04,,,,,,,,,,,,,,
2012-02-05,,,,,,,,,,,,,,
2012-02-06,,,,,,,,,,,,,,
2012-02-07,,,,,,,,,,,,,,
2012-02-08,,,,,,,,,,,,,,
2012-02-09,,,,,,,,,,,,,,
2012-02-10,,,,,,,,,,,,,,
2012-02-11,,,,,,,,,,,,,,
2012-02-12,,,,,,,,,,,,,,
2012-02-13,,,,,,,,,,,,,,
2012-02-14,,,,,,,,,,,,,,
2012-02-15,,,,,,,,,,,,,,
2012-02-16,,,,,,,,,,,,,,
2012-02-17,,,,,,,,,,,,,,
2012-02-18,,,,,,,,,,,,,,
2012-02-19,,,,,,,,,,,,,,
2012-02-20,,,,,,,,,,,,,,
2012-02-21,,,,,,,,,,,,,,
2012-02-22,,,,,,,,,,,,,,
2012-02-23,,,,,,,,,,,,,,
2012-02-24,,,,,,,,,,,,,,
2012-02-25,,,,,,,,,,,,,,
2012-02-26,,,,,,,,,,,,,,
2012-02-27,,,,,,,,,,,,,,
2012-02-28,,,,,,,,,,,,,,
2012-02-29,,,,,,,,,,,,,,
2012-03-01,,,,,,,,,,,,,,
2012-03-02,,,,,,,,,,,,,,
2012-03-03,,,,,,,,,,,,,,
2012-03-04,,,,,,,,,,,,,,
2012-03-05,,,,,,,,,,,,,,
2012-03-06,,,,,,,,,,,,,,
2012-03-07,,,,,,,,,,,,,,
2012-03-08,,,,,,,,,,,,,,
2012-03-09,,,,,,,,,,,,,,
2012-03-10,,,,,,,,,,,,,,
2012-03-11,,,,,,,,,,,,,,
2012-03-12,,,,,,,,,,,,,,
2012-03-13,,,,,,,,,,,,,,
2012-03-14,,,,,,,,,,,,,,
2012-03-15,,,,,,,,,,,,,,
2012-03-16,,,,,,,,,,,,,,
2012-03-17,,,,,,,,,,,,,,
2012-03-18,,,,,,,,,,,,,,
2012-03-19,,,,,,,,,,,,,,
2012-03-20,,,,,,,,,,,,,,
2012-03-21,,,,,,,,,,,,,,
2012-03-22,,,,,,,,,,,,,,
2012-03-23,,,,,,,,,,,,,,
2012-03-24,,,,,,,,,,,,,,
2012-03-25,,,,,,,,,,,,,,
2012-03-26,,,,,,,,,,,,,,
2012-03-27,,,,,,,,,,,,,,
2012-03-28,,,,,,,,,,,,,,
2012-03-29,,,,,,,,,,,,,,
2012-03-30,,,,,,,,,,,,,,
2012-03-31,,,,,,,,,,,,,,
2012-04-01,,,,,,,,,,,,,,
2012-04-02,,,,,,,,,,,,,,
2012-04-03,,,,,,,,,,,,,,
2012-04-04,,,,,,,,,,,,,,
2012-04-05,,,,,,,,,,,,,,
2012-04-06,,,,,,,,,,,,,,
2012-04-07,,,,,,,,,,,,,,
2012-04-08,,,,,,,,,,,,,,
2012-04-09,,,,,,,,,,,,,,
2012-04-10,,,,,,,,,,,,,,
2012-04-11,,,,,,,,,,,,,,
2012-04-12,,,,,,,,,,,,,,
2012-04-13,,,,,,,,,,,,,,
2012-04-14,,,,,,,,,,,,,,
2012-04-15,,,,,,,,,,,,,,
2012-04-16,,,,,,,,,,,,,,
2012-04-17,,,,,,,,,,,,,,
2012-04-18,,,,,,,,,,,,,,
2012-04-19,,,,,,,,,,,,,,
2012-04-20,,,,,,,,,,,,,,
2012-04-21,,,,,,,,,,,,,,
2012-04-22,,,,,,,,,,,,,,
2012-04-23,,,,,,,,,,,,,,
2012-04-24,,,,,,,,,,,,,,
2012-04-25,,,,,,,,,,,,,,
2012-04-26,,,,,,,,,,,,,,
2012-04-27,,,,,,,,,,,,,,
2012-04-28,,,,,,,,,,,,,,
2012-04-29,,,,,,,,,,,,,,
2012-04-30,,,,,,,,,,,,,,
2012-05-01,,,,,,,,,,,,,,
2012-05-02,,,,,,,,,,,,,,
2012-05-03,,,,,,,,,,,,,,
2012-05-04,,,,,,,,,,,,,,
2012-05-05,,,,,,,,,,,,,,
2012-05-06,,,,,,,,,,,,,,
2012-05-07,,,,,,,,,,,,,,
2012-05-08,,,,,,,,,,,,,,
2012-05-09,,,,,,,,,,,,,,
2012-05-10,,,,,,,,,,,,,,
2012-05-11,,,,,,,,,,,,,,
2012-05-12,,,,,,,,,,,,,,
2012-05-13,,,,,,,,,,,,,,
2012-05-14,,,,,,,,,,,,,,
2012-05-15,,,,,,,,,,,,,,
2012-05-16,,,,,,,,,,,,,,
2012-05-17,,,,,,,,,,,,,,
2012-05-18,,,,,,,,,,,,,,
2012-05-19,,,,,,,,,,,,,,
2012-05-20,,,,,,,,,,,,,,
2012-05-21,,,,,,,,,,,,,,
2012-05-22,,,,,,,,,,,,,,
2012-05-23,,,,,,,,,,,,,,
2012-05-24,,,,,,,,,,,,,,
2012-05-25,,,,,,,,,,,,,,
2012-05-26,,,,,,,,,,,,,,
2012-05-27,,,,,,,,,,,,,,
2012-05-28,,,,,,,,,,,,,,
2012-05-29,,,,,,,,,,,,,,
2012-05-30,,,,,,,,,,,,,,
2012-05-31,,,,,,,,,,,,,,
2012-06-01,,,,,,,,,,,,,,
2012-06-02,,,,,,,,,,,,,,
2012-06-03,,,,,,,,,,,,,,
2012-06-04,,,,,,,,,,,,,,
2012-06-05,,,,,,,,,,,,,,
2012-06-06,,,,,,,,,,,,,,
2012-06-07,,,,,,,,,,,,,,
2012-06-08,,,,,,,,,,,,,,
2012-06-09,,,,,,,,,,,,,,
2012-06-10,,,,,,,,,,,,,,
2012-06-11,,,,,,,,,,,,,,
2012-06-12,,,,,,,,,,,,,,
2012-06-13,,,,,,,,,,,,,,
2012-06-14,,,,,,,,,,,,,,
2012-06-15,,,,,,,,,,,,,,
2012-06-16,,,,,,,,,,,,,,
2012-06-17,,,,,,,,,,,,,,
2012-06-18,,,,,,,,,,,,,,
2012-06-19,,,,,,,,,,,,,,
2012-06-20,,,,,,,,,,,,,,
2012-06-21,,,,,,,,,,,,,,
2012-06-22,,,,,,,,,,,,,,
2012-06-23,,,,,,,,,,,,,,
2012-06-24,,,,,,,,,,,,,,
2012-06-25,,,,,,,,,,,,,,
2012-06-26,,,,,,,,,,,,,,
2012-06-27,,,,,,,,,,,,,,
2012-06-28,,,,,,,,,,,,,,
2012-06-29,,,,,,,,,,,,,,
2012-06-30,,,,,,,,,,,,,,
2012-07-01,,,,,,,,,,,,,,
2012-07-02,,,,,,,,,,,,,,
2012-07-03,,,,,,,,,,,,,,
2012-07-04,,,,,,,,,,,,,,
2012-07-05,,,,,,,,,,,,,,
2012-07-06,,,,,,,,,,,,,,
2012-07-07,,,,,,,,,,,,,,
2012-07-08,,,,,,,,,,,,,,
2012-07-09,,,,,,,,,,,,,,
2012-07-10,,,,,,,,,,,,,,
2012-07-11,,,,,,,,,,,,,,
2012-07-12,,,,,,,,,,,,,,
2012-07-13,,,,,,,,,,,,,,
2012-07-14,,,,,,,,,,,,,,
2012-07-15,,,,,,,,,,,,,,
2012-07-16,,,,,,,,,,,,,,
2012-07-17,,,,,,,,,,,,,,
2012-07-18,,,,,,,,,,,,,,
2012-07-19,,,,,,,,,,,,,,
2012-07-20,,,,,,,,,,,,,,
2012-07-21,,,,,,,,,,,,,,
2012-07-22,,,,,,,,,,,,,,
2012-07-23,,,,,,,,,,,,,,
2012-07-24,,,,,,,,,,,,,,
2012-07-25,,,,,,,,,,,,,,
2012-07-26,,,,,,,,,,,,,,
2012-07-27,,,,,,,,,,,,,,
2012-07-28,,,,,,,,,,,,,,
2012-07-29,,,,,,,,,,,,,,
2012-07-30,,,,,,,,,,,,,,
2012-07-31,,,,,,,,,,,,,,
2012-08-01,27.8,88,4.2,,25.9,2012-08-01 00:00:00,,,,,30.9,2012-08-01 00:00:00,4.2,8.0
2012-08-02,25.1,99,6.8,,24.4,2012-08-02 00:00:00,,,,,26.4,2012-08-02 00:00:00,0.0,156.0
2012-08-03,28.2,87,5.7,,24.5,2012-08-03 00:00:00,,,,,30.9,2012-08-03 00:00:00,4.0,2.5
2012-08-04,27.7,88,3.4,,25.1,2012-08-04 00:00:00,,,,,30.2,2012-08-04 00:00:00,3.5,11.5
2012-08-05,28.4,84,0.8,,25.2,2012-08-05 00:00:00,,,,,32.4,2012-08-05 00:00:00,7.0,0.0
2012-08-06,27.9,84,0.8,,25.8,2012-08-06 00:00:00,,,,,30.3,2012-08-06 00:00:00,2.7,0.0
2012-08-07,28.3,85,3.0,,24.5,2012-08-07 00:00:00,,,,,31.3,2012-08-07 00:00:00,6.4,9.5
2012-08-08,29.3,82,4.6,,26.5,2012-08-08 00:00:00,,,,,32.2,2012-08-08 00:00:00,7.8,0.5
